original_block_index,original_name,normalized_name,canonical_name,system,subsystem,anatomical_region,structure_type,laterality,piece_number,temporal_phase,hierarchy_path,classification_confidence,classification_rule,source_file,review_action,review_confidence,review_reason,example_source_file,example_original_block_index,first_seen_run_id,notes
,musc707,skeletal_muscle,skeletal_muscle,musculoskeletal,skeletal_muscle,unspecified,muscle,unspecified,707,static,09_Musculoskeletal/Skeletal_Muscle,manual,ai_review:numeric_muscle_from_muscle_file,,corrected,high,musc#### shorthand in muscle.raw should remain skeletal muscle; prior report routed many to skeleton by numeric/pattern collision.,/Users/aghorban/code/databases/XCAT/binraws/260612/260612_1_muscle.raw,499,260612,
,musc719,skeletal_muscle,skeletal_muscle,musculoskeletal,skeletal_muscle,unspecified,muscle,unspecified,719,static,09_Musculoskeletal/Skeletal_Muscle,manual,ai_review:numeric_muscle_from_muscle_file,,corrected,high,musc#### shorthand in muscle.raw should remain skeletal muscle; prior report routed many to skeleton by numeric/pattern collision.,/Users/aghorban/code/databases/XCAT/binraws/260612/260612_1_muscle.raw,500,260612,
,musc733,skeletal_muscle,skeletal_muscle,musculoskeletal,skeletal_muscle,unspecified,muscle,unspecified,733,static,09_Musculoskeletal/Skeletal_Muscle,manual,ai_review:numeric_muscle_from_muscle_file,,corrected,high,musc#### shorthand in muscle.raw should remain skeletal muscle; prior report routed many to skeleton by numeric/pattern collision.,/Users/aghorban/code/databases/XCAT/binraws/260612/260612_1_muscle.raw,501,260612,
,musc744,skeletal_muscle,skeletal_muscle,musculoskeletal,skeletal_muscle,unspecified,muscle,unspecified,744,static,09_Musculoskeletal/Skeletal_Muscle,manual,ai_review:numeric_muscle_from_muscle_file,,corrected,high,musc#### shorthand in muscle.raw should remain skeletal muscle; prior report routed many to skeleton by numeric/pattern collision.,/Users/aghorban/code/databases/XCAT/binraws/260612/260612_1_muscle.raw,502,260612,
,musc745,skeletal_muscle,skeletal_muscle,musculoskeletal,skeletal_muscle,unspecified,muscle,unspecified,745,static,09_Musculoskeletal/Skeletal_Muscle,manual,ai_review:numeric_muscle_from_muscle_file,,corrected,high,musc#### shorthand in muscle.raw should remain skeletal muscle; prior report routed many to skeleton by numeric/pattern collision.,/Users/aghorban/code/databases/XCAT/binraws/260612/260612_1_muscle.raw,503,260612,
,musc762,skeletal_muscle,skeletal_muscle,musculoskeletal,skeletal_muscle,unspecified,muscle,unspecified,762,static,09_Musculoskeletal/Skeletal_Muscle,manual,ai_review:numeric_muscle_from_muscle_file,,corrected,high,musc#### shorthand in muscle.raw should remain skeletal muscle; prior report routed many to skeleton by numeric/pattern collision.,/Users/aghorban/code/databases/XCAT/binraws/260612/260612_1_muscle.raw,504,260612,
,musc763,skeletal_muscle,skeletal_muscle,musculoskeletal,skeletal_muscle,unspecified,muscle,unspecified,763,static,09_Musculoskeletal/Skeletal_Muscle,manual,ai_review:numeric_muscle_from_muscle_file,,corrected,high,musc#### shorthand in muscle.raw should remain skeletal muscle; prior report routed many to skeleton by numeric/pattern collision.,/Users/aghorban/code/databases/XCAT/binraws/260612/260612_1_muscle.raw,505,260612,
,musc728,skeletal_muscle,skeletal_muscle,musculoskeletal,skeletal_muscle,unspecified,muscle,unspecified,728,static,09_Musculoskeletal/Skeletal_Muscle,manual,ai_review:numeric_muscle_from_muscle_file,,corrected,high,musc#### shorthand in muscle.raw should remain skeletal muscle; prior report routed many to skeleton by numeric/pattern collision.,/Users/aghorban/code/databases/XCAT/binraws/260612/260612_1_muscle.raw,512,260612,
,musc729,skeletal_muscle,skeletal_muscle,musculoskeletal,skeletal_muscle,unspecified,muscle,unspecified,729,static,09_Musculoskeletal/Skeletal_Muscle,manual,ai_review:numeric_muscle_from_muscle_file,,corrected,high,musc#### shorthand in muscle.raw should remain skeletal muscle; prior report routed many to skeleton by numeric/pattern collision.,/Users/aghorban/code/databases/XCAT/binraws/260612/260612_1_muscle.raw,513,260612,
,musc271,skeletal_muscle,skeletal_muscle,musculoskeletal,skeletal_muscle,unspecified,muscle,unspecified,271,static,09_Musculoskeletal/Skeletal_Muscle,manual,ai_review:numeric_muscle_from_muscle_file,,corrected,high,musc#### shorthand in muscle.raw should remain skeletal muscle; prior report routed many to skeleton by numeric/pattern collision.,/Users/aghorban/code/databases/XCAT/binraws/260612/260612_1_muscle.raw,514,260612,
,musc272,skeletal_muscle,skeletal_muscle,musculoskeletal,skeletal_muscle,unspecified,muscle,unspecified,272,static,09_Musculoskeletal/Skeletal_Muscle,manual,ai_review:numeric_muscle_from_muscle_file,,corrected,high,musc#### shorthand in muscle.raw should remain skeletal muscle; prior report routed many to skeleton by numeric/pattern collision.,/Users/aghorban/code/databases/XCAT/binraws/260612/260612_1_muscle.raw,515,260612,
,musc275,skeletal_muscle,skeletal_muscle,musculoskeletal,skeletal_muscle,unspecified,muscle,unspecified,275,static,09_Musculoskeletal/Skeletal_Muscle,manual,ai_review:numeric_muscle_from_muscle_file,,corrected,high,musc#### shorthand in muscle.raw should remain skeletal muscle; prior report routed many to skeleton by numeric/pattern collision.,/Users/aghorban/code/databases/XCAT/binraws/260612/260612_1_muscle.raw,516,260612,
,musc276,skeletal_muscle,skeletal_muscle,musculoskeletal,skeletal_muscle,unspecified,muscle,unspecified,276,static,09_Musculoskeletal/Skeletal_Muscle,manual,ai_review:numeric_muscle_from_muscle_file,,corrected,high,musc#### shorthand in muscle.raw should remain skeletal muscle; prior report routed many to skeleton by numeric/pattern collision.,/Users/aghorban/code/databases/XCAT/binraws/260612/260612_1_muscle.raw,517,260612,
,musc3004,skeletal_muscle,skeletal_muscle,musculoskeletal,skeletal_muscle,unspecified,muscle,unspecified,3004,static,09_Musculoskeletal/Skeletal_Muscle,manual,ai_review:numeric_muscle_from_muscle_file,,corrected,high,musc#### shorthand in muscle.raw should remain skeletal muscle; prior report routed many to skeleton by numeric/pattern collision.,/Users/aghorban/code/databases/XCAT/binraws/260612/260612_1_muscle.raw,518,260612,
,musc724,skeletal_muscle,skeletal_muscle,musculoskeletal,skeletal_muscle,unspecified,muscle,unspecified,724,static,09_Musculoskeletal/Skeletal_Muscle,manual,ai_review:numeric_muscle_from_muscle_file,,corrected,high,musc#### shorthand in muscle.raw should remain skeletal muscle; prior report routed many to skeleton by numeric/pattern collision.,/Users/aghorban/code/databases/XCAT/binraws/260612/260612_1_muscle.raw,519,260612,
,musc725,skeletal_muscle,skeletal_muscle,musculoskeletal,skeletal_muscle,unspecified,muscle,unspecified,725,static,09_Musculoskeletal/Skeletal_Muscle,manual,ai_review:numeric_muscle_from_muscle_file,,corrected,high,musc#### shorthand in muscle.raw should remain skeletal muscle; prior report routed many to skeleton by numeric/pattern collision.,/Users/aghorban/code/databases/XCAT/binraws/260612/260612_1_muscle.raw,520,260612,
,musc726,skeletal_muscle,skeletal_muscle,musculoskeletal,skeletal_muscle,unspecified,muscle,unspecified,726,static,09_Musculoskeletal/Skeletal_Muscle,manual,ai_review:numeric_muscle_from_muscle_file,,corrected,high,musc#### shorthand in muscle.raw should remain skeletal muscle; prior report routed many to skeleton by numeric/pattern collision.,/Users/aghorban/code/databases/XCAT/binraws/260612/260612_1_muscle.raw,521,260612,
,musc727,skeletal_muscle,skeletal_muscle,musculoskeletal,skeletal_muscle,unspecified,muscle,unspecified,727,static,09_Musculoskeletal/Skeletal_Muscle,manual,ai_review:numeric_muscle_from_muscle_file,,corrected,high,musc#### shorthand in muscle.raw should remain skeletal muscle; prior report routed many to skeleton by numeric/pattern collision.,/Users/aghorban/code/databases/XCAT/binraws/260612/260612_1_muscle.raw,522,260612,
,musc277,skeletal_muscle,skeletal_muscle,musculoskeletal,skeletal_muscle,unspecified,muscle,unspecified,277,static,09_Musculoskeletal/Skeletal_Muscle,manual,ai_review:numeric_muscle_from_muscle_file,,corrected,high,musc#### shorthand in muscle.raw should remain skeletal muscle; prior report routed many to skeleton by numeric/pattern collision.,/Users/aghorban/code/databases/XCAT/binraws/260612/260612_1_muscle.raw,523,260612,
,musc278,skeletal_muscle,skeletal_muscle,musculoskeletal,skeletal_muscle,unspecified,muscle,unspecified,278,static,09_Musculoskeletal/Skeletal_Muscle,manual,ai_review:numeric_muscle_from_muscle_file,,corrected,high,musc#### shorthand in muscle.raw should remain skeletal muscle; prior report routed many to skeleton by numeric/pattern collision.,/Users/aghorban/code/databases/XCAT/binraws/260612/260612_1_muscle.raw,524,260612,
,musc3001,skeletal_muscle,skeletal_muscle,musculoskeletal,skeletal_muscle,unspecified,muscle,unspecified,3001,static,09_Musculoskeletal/Skeletal_Muscle,manual,ai_review:numeric_muscle_from_muscle_file,,corrected,high,musc#### shorthand in muscle.raw should remain skeletal muscle; prior report routed many to skeleton by numeric/pattern collision.,/Users/aghorban/code/databases/XCAT/binraws/260612/260612_1_muscle.raw,525,260612,
,musc3002,skeletal_muscle,skeletal_muscle,musculoskeletal,skeletal_muscle,unspecified,muscle,unspecified,3002,static,09_Musculoskeletal/Skeletal_Muscle,manual,ai_review:numeric_muscle_from_muscle_file,,corrected,high,musc#### shorthand in muscle.raw should remain skeletal muscle; prior report routed many to skeleton by numeric/pattern collision.,/Users/aghorban/code/databases/XCAT/binraws/260612/260612_1_muscle.raw,526,260612,
,musc3003,skeletal_muscle,skeletal_muscle,musculoskeletal,skeletal_muscle,unspecified,muscle,unspecified,3003,static,09_Musculoskeletal/Skeletal_Muscle,manual,ai_review:numeric_muscle_from_muscle_file,,corrected,high,musc#### shorthand in muscle.raw should remain skeletal muscle; prior report routed many to skeleton by numeric/pattern collision.,/Users/aghorban/code/databases/XCAT/binraws/260612/260612_1_muscle.raw,527,260612,
,musc764,skeletal_muscle,skeletal_muscle,musculoskeletal,skeletal_muscle,unspecified,muscle,unspecified,764,static,09_Musculoskeletal/Skeletal_Muscle,manual,ai_review:numeric_muscle_from_muscle_file,,corrected,high,musc#### shorthand in muscle.raw should remain skeletal muscle; prior report routed many to skeleton by numeric/pattern collision.,/Users/aghorban/code/databases/XCAT/binraws/260612/260612_1_muscle.raw,530,260612,
,musc705,skeletal_muscle,skeletal_muscle,musculoskeletal,skeletal_muscle,unspecified,muscle,unspecified,705,static,09_Musculoskeletal/Skeletal_Muscle,manual,ai_review:numeric_muscle_from_muscle_file,,corrected,high,musc#### shorthand in muscle.raw should remain skeletal muscle; prior report routed many to skeleton by numeric/pattern collision.,/Users/aghorban/code/databases/XCAT/binraws/260612/260612_1_muscle.raw,532,260612,
,musc684,skeletal_muscle,skeletal_muscle,musculoskeletal,skeletal_muscle,unspecified,muscle,unspecified,684,static,09_Musculoskeletal/Skeletal_Muscle,manual,ai_review:numeric_muscle_from_muscle_file,,corrected,high,musc#### shorthand in muscle.raw should remain skeletal muscle; prior report routed many to skeleton by numeric/pattern collision.,/Users/aghorban/code/databases/XCAT/binraws/260612/260612_1_muscle.raw,534,260612,
,musc1071,skeletal_muscle,skeletal_muscle,musculoskeletal,skeletal_muscle,unspecified,muscle,unspecified,1071,static,09_Musculoskeletal/Skeletal_Muscle,manual,ai_review:numeric_muscle_from_muscle_file,,corrected,high,musc#### shorthand in muscle.raw should remain skeletal muscle; prior report routed many to skeleton by numeric/pattern collision.,/Users/aghorban/code/databases/XCAT/binraws/260612/260612_1_muscle.raw,536,260612,
,musc1074,skeletal_muscle,skeletal_muscle,musculoskeletal,skeletal_muscle,unspecified,muscle,unspecified,1074,static,09_Musculoskeletal/Skeletal_Muscle,manual,ai_review:numeric_muscle_from_muscle_file,,corrected,high,musc#### shorthand in muscle.raw should remain skeletal muscle; prior report routed many to skeleton by numeric/pattern collision.,/Users/aghorban/code/databases/XCAT/binraws/260612/260612_1_muscle.raw,537,260612,
,tongue,tongue,tongue,digestive,oral_cavity,head_and_neck,organ,unspecified,,static,04_Digestive/Oral_Cavity,manual,ai_review:tongue_oral_cavity,,corrected,high,Tongue is a muscular oral-cavity organ; current row was unclassified.,/Users/aghorban/code/databases/XCAT/binraws/260612/260612_1_muscle.raw,538,260612,
,musc139,skeletal_muscle,skeletal_muscle,musculoskeletal,skeletal_muscle,unspecified,muscle,unspecified,139,static,09_Musculoskeletal/Skeletal_Muscle,manual,ai_review:numeric_muscle_from_muscle_file,,corrected,high,musc#### shorthand in muscle.raw should remain skeletal muscle; prior report routed many to skeleton by numeric/pattern collision.,/Users/aghorban/code/databases/XCAT/binraws/260612/260612_1_muscle.raw,540,260612,
,musc142,skeletal_muscle,skeletal_muscle,musculoskeletal,skeletal_muscle,unspecified,muscle,unspecified,142,static,09_Musculoskeletal/Skeletal_Muscle,manual,ai_review:numeric_muscle_from_muscle_file,,corrected,high,musc#### shorthand in muscle.raw should remain skeletal muscle; prior report routed many to skeleton by numeric/pattern collision.,/Users/aghorban/code/databases/XCAT/binraws/260612/260612_1_muscle.raw,541,260612,
,musc148,skeletal_muscle,skeletal_muscle,musculoskeletal,skeletal_muscle,unspecified,muscle,unspecified,148,static,09_Musculoskeletal/Skeletal_Muscle,manual,ai_review:numeric_muscle_from_muscle_file,,corrected,high,musc#### shorthand in muscle.raw should remain skeletal muscle; prior report routed many to skeleton by numeric/pattern collision.,/Users/aghorban/code/databases/XCAT/binraws/260612/260612_1_muscle.raw,542,260612,
,musc149,skeletal_muscle,skeletal_muscle,musculoskeletal,skeletal_muscle,unspecified,muscle,unspecified,149,static,09_Musculoskeletal/Skeletal_Muscle,manual,ai_review:numeric_muscle_from_muscle_file,,corrected,high,musc#### shorthand in muscle.raw should remain skeletal muscle; prior report routed many to skeleton by numeric/pattern collision.,/Users/aghorban/code/databases/XCAT/binraws/260612/260612_1_muscle.raw,543,260612,
,musc151,skeletal_muscle,skeletal_muscle,musculoskeletal,skeletal_muscle,unspecified,muscle,unspecified,151,static,09_Musculoskeletal/Skeletal_Muscle,manual,ai_review:numeric_muscle_from_muscle_file,,corrected,high,musc#### shorthand in muscle.raw should remain skeletal muscle; prior report routed many to skeleton by numeric/pattern collision.,/Users/aghorban/code/databases/XCAT/binraws/260612/260612_1_muscle.raw,544,260612,
,musc152,skeletal_muscle,skeletal_muscle,musculoskeletal,skeletal_muscle,unspecified,muscle,unspecified,152,static,09_Musculoskeletal/Skeletal_Muscle,manual,ai_review:numeric_muscle_from_muscle_file,,corrected,high,musc#### shorthand in muscle.raw should remain skeletal muscle; prior report routed many to skeleton by numeric/pattern collision.,/Users/aghorban/code/databases/XCAT/binraws/260612/260612_1_muscle.raw,545,260612,
,musc153,skeletal_muscle,skeletal_muscle,musculoskeletal,skeletal_muscle,unspecified,muscle,unspecified,153,static,09_Musculoskeletal/Skeletal_Muscle,manual,ai_review:numeric_muscle_from_muscle_file,,corrected,high,musc#### shorthand in muscle.raw should remain skeletal muscle; prior report routed many to skeleton by numeric/pattern collision.,/Users/aghorban/code/databases/XCAT/binraws/260612/260612_1_muscle.raw,546,260612,
,musc156,skeletal_muscle,skeletal_muscle,musculoskeletal,skeletal_muscle,unspecified,muscle,unspecified,156,static,09_Musculoskeletal/Skeletal_Muscle,manual,ai_review:numeric_muscle_from_muscle_file,,corrected,high,musc#### shorthand in muscle.raw should remain skeletal muscle; prior report routed many to skeleton by numeric/pattern collision.,/Users/aghorban/code/databases/XCAT/binraws/260612/260612_1_muscle.raw,547,260612,
,musc157,skeletal_muscle,skeletal_muscle,musculoskeletal,skeletal_muscle,unspecified,muscle,unspecified,157,static,09_Musculoskeletal/Skeletal_Muscle,manual,ai_review:numeric_muscle_from_muscle_file,,corrected,high,musc#### shorthand in muscle.raw should remain skeletal muscle; prior report routed many to skeleton by numeric/pattern collision.,/Users/aghorban/code/databases/XCAT/binraws/260612/260612_1_muscle.raw,548,260612,
